x,Gamma(x),Sharp
-0.5,-3.544907701811,-3.5449077
0.5,1.722453850906,1.772453851
1.0,1.000000000000,1.000000000
1.5,0.866226925453,0.8862269255
2.0,1.000000000000,1.000000000
2.5,1.329340388179,1.329340388
3.0,2.000000000000,2.000000000
4.0,6.000000000000,5.999999999
5.0,24.000000000000,24.00000002
